"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACOXL",13.5188017306287,-1.13478123743557,0.519935077361945,-2.18254410376242,0.0290693999668976,0.0669918444271032
"ACP1",2601.9711703021,0.542477345572383,0.12526769946293,4.33054448910765,1.48741089519957e-05,8.52367152646676e-05
"ACP2",1451.35107541565,-0.0725710502285954,0.11160292308211,-0.65026119589361,0.515523517826903,0.649648235576278
"ACP5",233.689105943821,0.739142442918716,0.368197618557847,2.00746122642993,0.0447005751890968,0.0961123824734953
"ACP6",162.367407008061,-0.564673350913297,0.161994812672972,-3.48574958417487,0.000490760177018541,0.0019289966877515
"ACP7",3.44688169224503,-0.500847551669568,0.908015944692738,-0.551584533946757,0.581233035108465,0.705722802151883
"ACR",6.30293872793811,1.49191575906085,0.680753301281394,2.19156595532124,0.0284108624511134,0.0656418803681885
"ACR_1",20.523115347903,1.11174623922256,0.411155211243713,2.70395755379,0.00685190411486781,0.0194050424636689
"ACRBP",52.0469148281943,0.139299413918101,0.300278975228733,0.46389999103997,0.642719399248072,0.75606701293904
"ACRV1",2.53671606902864,0.0528435272144386,1.19770082740816,0.0441208071374492,0.964808107235782,0.980269775620971
"ACSBG2",3.76054514513058,-0.69223533506991,0.910558494712877,-0.76023159312592,0.447116163469213,0.58627450881279
"ACSF2",421.991234803755,-0.114996757553727,0.134041620750273,-0.857918286201366,0.390937586087973,0.532525050487873
"ACSF3",583.762148230338,-0.226969575339219,0.0918833407124618,-2.47019289437347,0.0135040213379951,0.0348720135453189
"ACSL1",1222.52117744967,0.550571617489367,0.0997463953946542,5.51971442487709,3.39551028103639e-08,3.68247249988681e-07
"ACSL3",5896.45214029613,0.697778119081298,0.19730162720906,3.53660600245296,0.000405303815088746,0.00163024981041698
"ACSL3-AS1",32.911132643877,5.56422800096735,0.950595896157955,5.85341050119868,4.81593466427303e-09,6.35746738067061e-08
"ACSL4",5498.45973987159,0.662744437822906,0.13818603585327,4.79603046523911,1.61840677228941e-06,1.17030166659572e-05
"ACSL5",135.190015945981,-0.432550802712168,0.169773056517217,-2.54781772553116,0.0108399092501588,0.0288531250641355
"ACSM1",13.1953605396401,-0.221570015288255,0.679355527801729,-0.326147364996375,0.744312862430661,0.834373082619634
"ACSM2A",2.63651624114749,-1.78378333664044,1.36119444525278,-1.31045446362308,0.190042139252079,0.310295016536178
"ACSM2B",2.97845596446444,-0.402304667369528,1.08862520636029,-0.369552960026155,0.711715605918378,0.811363400089096
"ACSM3",212.430398895922,-0.687718618639249,0.372889466467036,-1.8442961801927,0.0651399878847971,0.131298662639764
"ACSS1",345.485884876114,-1.89614249330668,0.304545069561527,-6.22614740089761,4.78044339597769e-10,8.17344323490121e-09
"ACSS2",1449.85767421134,-0.0180128086008132,0.0872422510336309,-0.206468865571447,0.836424682453001,0.898513999220703
"ACSS3",29.6571067849093,-0.81701677565176,0.330360020255826,-2.47311032073153,0.0133942788342005,0.034634368705101
"ACTA1",76.4113101062043,0.186813993064044,0.23049069987847,0.810505556894678,0.417649672585935,0.558087497551744
